leverage_ratio,asset_liabilities,roe,asset_turnover,debt_ratio,debt_ratio2,roa,capitalization_ratio,longtermdebt_invcap,totaldebt_invcap,cash_debt,debt_ebitda,rect_turn,label
1.228194983,-0.585842572,-0.913552582,-0.318078111,0.888281275,-0.077132828,-0.418677158,0.82248563,0.64913428,0.196351802,-0.415994603,0.069953711,-0.159429091,0
1.221961159,-0.573370047,-0.022006683,-0.374143513,0.888281275,0.388240728,0.263079172,1.063162891,0.854571125,0.542316646,-0.603375406,0.006751284,-0.137937358,0
1.29164641,-0.61043683,0.356595001,0.214543208,0.911110128,0.296991011,0.808484237,1.399202839,1.141407473,0.136444469,0.277314366,-0.135571218,-0.047672079,0
1.291869047,-0.539599237,-0.296798227,-0.0097184,0.911110128,0.908364113,0.194903539,1.776112511,1.463129323,0.170891185,-0.659589646,0.149274429,-0.071312986,0
1.765639704,-0.694978209,0.478724576,0.102412404,1.04808325,0.844489312,-0.00962336,1.807900074,1.490262491,0.250268401,0.63333789,0.186527076,-0.069163812,0
1.216840517,-0.661386619,0.503150491,0.018314301,0.888281275,0.72586468,-0.077798993,1.6398801,1.346844317,0.194854118,-0.284828041,0.208062718,-0.079909679,0
0.708338553,-0.467021875,0.765729077,0.158477806,0.682821593,-0.807130562,0.331254806,-0.916748158,-0.823809131,-0.368274806,0.427219008,-0.32685052,-0.04122456,0
0.628412018,-0.445301155,0.631386545,-0.037751101,0.65999274,-0.898380279,0.194903539,-0.898583837,-0.785047462,-0.54200607,0.520909409,-0.349054971,-0.067014639,0
0.688523896,-0.461750295,0.680238375,0.074379703,0.682821593,-0.944005137,0.331254806,-1.05298057,-0.924589469,-0.603411086,0.63333789,-0.36584207,-0.054119599,0
0.657577411,-0.470785401,0.85121978,0.55093562,0.65999274,-0.761505704,0.535781705,-0.489886602,-0.11834676,-0.109175594,0.764504452,-0.333806131,-0.000390267,0
0.842588415,-0.524067828,0.942816961,1.027491537,0.751308154,-0.697630902,0.603957338,-0.399064994,-0.033071089,0.06904872,0.520909409,-0.316216461,0.074830798,0
0.720806202,-0.510803587,1.278673293,1.952570671,0.682821593,-0.834505477,1.422064935,-0.81684439,-0.75016196,-0.452145071,0.333528606,-0.378616317,0.201632022,0
0.881104544,-0.539609891,1.0466271,1.672243661,0.751308154,-0.433006723,0.672132971,-1.05752165,-0.955598804,0.543814329,0.296052446,-0.262176714,0.13500765,0
0.895575922,-0.528631675,1.009988228,1.055524238,0.774137007,-0.378256893,0.263079172,-0.785056827,-0.55247745,0.94219809,-1.090565492,-0.204391638,0.029698159,0
1.153834363,-0.574454785,0.875645695,1.167655042,0.865452421,-0.223132375,-0.214150259,-1.016651927,-0.920713303,1.177334369,-0.509685004,-0.05778876,0.027548986,0
0.922292313,-0.557261622,0.759622599,1.055524238,0.774137007,-0.241382318,-0.282325892,-1.121096776,-1.009865141,1.050031288,0.071195483,-0.049963698,0.008206426,0
0.677614704,-0.486266554,-0.461673153,0.578968321,0.682821593,-0.150132601,-1.577662921,-1.152884338,-1.036998309,1.103947887,0.202362045,20.49891761,-0.043373733,0
1.252462371,-0.517230377,-3.056926626,0.522902919,0.888281275,-0.332632035,-2.327594885,-0.930371399,-0.847066132,0.913742107,0.539647489,-1.049699017,-0.017583653,0
15.31775138,-1.014837423,-4.601865752,0.83126263,1.687291149,1.154738349,-1.850365453,2.539014016,1.936021682,0.672615094,1.982479668,-4.915881756,0.723881132,0
1.746047684,-0.617757613,0.356595001,-0.065783802,0.888281275,0.598115076,-0.350501525,-0.144764492,-0.176489263,2.902665542,-0.584637325,0.442346423,-0.045522906,0
2.197554682,-0.680749637,0.368807958,0.466837517,0.956767836,0.844489312,-0.214150259,-0.153846653,-0.075708925,4.04689559,-0.284828041,0.34429906,0.012504773,0
1.706418372,-0.633097156,0.313849649,0.27060861,0.979596689,0.762364566,-0.282325892,-0.044860724,-0.091213592,2.835269793,-0.678327727,0.336942164,-0.000390267,0
1.46908777,-0.65259825,0.01463219,0.018314301,0.956767836,0.67111485,-0.623204058,-0.212880698,-0.234631766,2.643566329,0.558385569,0.587812326,-0.01543448,0
1.650536588,-0.684034602,0.020738669,0.018314301,1.002425543,1.008738802,-0.623204058,-0.494427682,-0.474954112,3.980997524,-2.51465959,0.783572647,0.016803119,0
1.392946057,-0.617838175,0.319956128,0.242575909,0.933938982,0.953988972,-0.214150259,-0.676070898,-0.630000787,3.82074541,-0.359780362,0.364831489,0.025399812,0
1.323928715,-0.626771788,0.283317255,0.55093562,0.911110128,0.953988972,-0.214150259,-0.962158962,-0.8741993,4.132263539,-0.059971079,0.386902177,0.053339065,0
